ship,fandom,genre,relType,isCanon,isRPF,totalWorks
Gladiolus Amicitia/Ignis Scientia,Final Fantasy XV,Video Game,M/M,No,No,3279
Gladiolus Amicitia/Noctis Lucis Caelum,Final Fantasy XV,Video Game,M/M,No,No,1108
Gladiolus Amicitia/Prompto Argentum,Final Fantasy XV,Video Game,M/M,No,No,1355
Gladiolus Amicitia/Prompto Argentum/Noctis Lucis Caelum/Ignis Scientia,Final Fantasy XV,Video Game,Multi,No,No,1346
Glamrock Freddy & Gregory,Five Nights at Freddy's,Video Game,Gen,Yes,No,1283
Gojo Satoru & Itadori Yuuji,Jujutsu Kaisen,Fantasy,Gen,Yes,No,1008
Gojo Satoru & Reader,Jujutsu Kaisen,Fantasy,XReader,No,XReader,1208
Gojo Satoru & You,Jujutsu Kaisen,Fantasy,XReader,No,XReader,1269
Gojo Satoru/Iori Utahime,Jujutsu Kaisen,Fantasy,F/M,No,No,3042
Gojo Satoru/Itadori Yuuji,Jujutsu Kaisen,Fantasy,M/M,No,No,4231
Gojo Satoru/Nanami Kento,Jujutsu Kaisen,Fantasy,M/M,No,No,2449
Gojo Satoru/Original Character(s),Jujutsu Kaisen,Fantasy,Original,No,No,1435
Gojo Satoru/Reader,Jujutsu Kaisen,Fantasy,XReader,No,XReader,5414
Gojo Satoru/You,Jujutsu Kaisen,Fantasy,XReader,No,XReader,5529
Gokudera Hayato/Yamamoto Takeshi,Katekyou Hitman Reborn!,Fantasy,M/M,No,No,1035
Gomez Addams/Morticia Addams,The Addams Family,Fantasy,F/M,Yes,No,1118
Gon Freecs & Killua Zoldyck,Hunter X Hunter,Fantasy,Gen,Yes,No,1926
Gon Freecs/Killua Zoldyck,Hunter X Hunter,Fantasy,M/M,No,No,5018
Gong Jun | Simon/Zhang Zhehan,Word of Honor RPF,Celebrity RPF,M/M,No,Yes,2225
Gray Fullbuster/Juvia Lockser,Fairy Tail,Fantasy,F/M,Semi-Canon,No,2183
Grayson | Purpled & TommyInnit,YouTube RPF,Youtube RPF,Gen,Yes,Yes,1405
Greg Hirsch/Tom Wambsgans,Succession,Slice of Life,M/M,Semi-Canon,No,1359
Gregory House/James Wilson,House M.D.,Medical,M/M,No,No,3879
Greta Gill/Carson Shaw,A League of Their Own (TV),Sports,F/F,Yes,No,1272
Grimmjow Jaegerjaques/Kurosaki Ichigo,Bleach,Fantasy,M/M,No,No,2254
Guillermo de la Cruz/Nandor the Relentless,What We Do in the Shadows,Fantasy,M/M,Semi-Canon,No,2342
Guinevere & Merlin,Merlin (TV),Fantasy,Gen,Yes,No,1213
Guinevere/Arthur Pendragon,Merlin (TV),Fantasy,F/M,Yes,No,4645
Guinevere/Lancelot du Lac,Merlin (TV),Fantasy,F/M,Yes,No,2599
Guinevere/Morgan le Fay,Merlin (TV),Fantasy,F/F,No,No,1206
Guinevere/Morgana,Merlin (TV),Fantasy,F/F,No,No,1934
Gwaine & Merlin,Merlin (TV),Fantasy,Gen,Yes,No,1034
Gwaine/Merlin,Merlin (TV),Fantasy,M/M,No,No,1670
Gwaine/Percival,Merlin (TV),Fantasy,M/M,No,No,1169
Gwen Cooper/Rhys Williams,Torchwood,Science Fiction,F/M,Yes,No,1423
Hades/Persephone,Supernatural,Fantasy,F/M,Yes,No,3389
Hagakure Tooru/Ojiro Mashirao,Boku NoHero Academia | My Hero Academia,Superhero,F/M,No,No,1475
Haiba Lev/Yaku Morisuke,Haikyuu!!,Sports,M/M,No,No,1903
Halsin/Tav,Balder's Gate 3,Video Game,Original,Semi-Canon,No,1219
Han Jisung | Han/Hwang Hyunjin,Stray Kids (Band),K-Pop,M/M,No,Yes,2818
Han Jisung | Han/Kim Seungmin,Stray Kids (Band),K-Pop,M/M,No,Yes,1206
Han Jisung | Han/Lee Felix,Stray Kids (Band),K-Pop,M/M,No,Yes,2010
Han Jisung | Han/Lee Minho | Lee Know,Stray Kids (Band),K-Pop,M/M,No,Yes,16349
Han Jisung | Han/Seo Changbin,Stray Kids (Band),K-Pop,M/M,No,Yes,1673
Han Jumin/Main Character,Mystic Messenger,Video Game,F/M,Yes,No,1515
Hanako | Yugi Amane/Yashiro Nene,Toilet-bound Hanako-kun,Fantasy,F/M,Yes,No,2015
Hanamaki Takahiro/Matsukawa Issei,Haikyuu!!,Sports,M/M,No,No,3594
Hanamura Yosuke/Narukami Yu,Persona,Video Game,M/M,No,No,1949
Hanamura Yosuke/Persona 4 Protagonist,Persona,Video Game,M/M,No,No,2700
Hanamura Yosuke/Seta Souji,Persona,Video Game,M/M,No,No,2045
"Hanazawa Teruki/Kageyama ""Mob"" Shigeo",Mob Psycho 100,Fantasy,M/M,No,No,1069
Handsome Jack/Rhys,Borderlands,Video Game,M/M,No,No,2720
Hange Zoë/Levi,Shingeki NoKyojin | Attack on Titan,Fantasy,Other,No,No,1208
Hank Anderson & Connor,Detroit: Become Human,Video Game,Gen,Yes,No,4594
Hank Anderson/Connor,Detroit: Become Human,Video Game,Other,No,No,6077
Hannah Abbott/Neville Longbottom,Harry Potter - J. K. Rowling,Fantasy,F/M,Yes,No,1061
Happy Hogan & Peter Parker,Marvel Cinematic Universe,Superhero,Gen,Yes,No,1282
Harley Keener & Peter Parker,Marvel Cinematic Universe,Superhero,Gen,No,No,1770
Harley Keener & Tony Stark,Marvel Cinematic Universe,Superhero,Gen,Yes,No,1384
Harley Keener/Peter Parker,Marvel Cinematic Universe,Superhero,M/M,No,No,3124
Harold Finch/John Reese,Person of Interest (TV),Science Fiction,M/M,No,No,3464
Harry Du Bois/Kim Kitsuragi,Disco Elysium,Video Game,M/M,No,No,1783
"Harry Hart | Galahad/Gary ""Eggsy"" Unwin",Kingsman: The Secret Service (2015),Crime,M/M,No,No,5546
Harry Hart | Galahad/Merlin,Kingsman: The Secret Service (2015),Crime,M/M,No,No,1222
Harry Osborn/Peter Parker,Spider-Man,Superhero,M/M,No,No,1983
Harry Potter & Original Character(s),Harry Potter - J. K. Rowling,Fantasy,Gen,No,No,1456
Harry Potter & Ron Weasley,Harry Potter - J. K. Rowling,Fantasy,Gen,Yes,No,1674
Harry Potter & Severus Snape,Harry Potter - J. K. Rowling,Fantasy,Gen,Yes,No,3407
Harry Potter & Tom Riddle | Voldemort,Harry Potter - J. K. Rowling,Fantasy,Gen,Yes,No,2268
Harry Potter/Ginny Weasley,Harry Potter - J. K. Rowling,Fantasy,F/M,Yes,No,17430
Harry Potter/Original Character(s),Harry Potter - J. K. Rowling,Fantasy,Original,No,No,2713
Harry Potter/Original Female Character(s),Harry Potter - J. K. Rowling,Fantasy,F/M,No,No,1217
Harry Potter/Original Male Character(s),Harry Potter - J. K. Rowling,Fantasy,M/M,No,No,1148
Harry Potter/Other(s),Harry Potter - J. K. Rowling,Fantasy,Other,No,No,1360
Harry Potter/Ron Weasley,Harry Potter - J. K. Rowling,Fantasy,M/M,No,No,3150
Harry Potter/Severus Snape,Harry Potter - J. K. Rowling,Fantasy,M/M,No,No,16420
Harry Potter/Tom Riddle | Voldemort,Harry Potter - J. K. Rowling,Fantasy,M/M,No,No,12790
Harry Styles & Louis Tomlinson,One Direction (Band),Western Artist,Gen,Yes,Yes,1085
Harry Styles/Louis Tomlinson,One Direction (Band),Western Artist,M/M,No,Yes,40106
Harry Styles/Nick Grimshaw,One Direction (Band),Western Artist,M/M,No,Yes,1314
Harry Styles/Original Character(s),One Direction (Band),Western Artist,Original,No,Yes,1855
Harry Styles/Original Female Character(s),One Direction (Band),Western Artist,F/M,No,Yes,1357
Harry/Original Character(s),One Direction (Band),Western Artist,Original,No,Yes,1389
Harukawa Maki/Momota Kaito,Danganronpa,Video Game,F/M,Semi-Canon,No,1944
HaruNoSakura & Uchiha Sasuke,Naruto,Fantasy,Gen,Yes,No,1102
HaruNoSakura & Uchiha Sasuke & Uzumaki Naruto,Naruto,Fantasy,Gen,Yes,No,1500
HaruNoSakura/Hatake Kakashi,Naruto,Fantasy,F/M,No,No,2467
HaruNoSakura/Uchiha Sasuke,Naruto,Fantasy,F/M,Yes,No,7776
HaruNoSakura/Uzumaki Naruto,Naruto,Fantasy,F/M,Semi-Canon,No,1841
HaruNoSakura/Yamanaka Ino,Naruto,Fantasy,F/F,No,No,1291
Harvey/Mike,Suits,Slice of Life,M/M,No,No,2306
Harvey/Player,Stardew Valley,Video Game,Other,Semi-Canon,No,1154
Harwin Strong/Rhaenyra Targaryen,A Song of Ice and Fire - George R. R. Martin,Fantasy,F/M,Semi-Canon,No,1000
Hasegawa Langa/Kyan Reki,SK8 the Infinity,Sports,M/M,Semi-Canon,No,5845
Hashibira Inosuke/Kamado Tanjirou,Demon Slayer: Kimetsu NoYaiba,Fantasy,M/M,No,No,1024
Hatake Kakashi/Maito Gai | Might Guy,Naruto,Fantasy,M/M,No,No,2025
Hatake Kakashi/Original Character(s),Naruto,Fantasy,Original,No,No,1216
Hatake Kakashi/Uchiha Obito,Naruto,Fantasy,M/M,No,No,4754
Hatake Kakashi/UmiNoIruka,Naruto,Fantasy,M/M,No,No,6250
Hatake Kakashi/Uzumaki Naruto,Naruto,Fantasy,M/M,No,No,1700
Hatake Kakashi/Yamato | Tenzou,Naruto,Fantasy,M/M,No,No,1268
Hatsume Mei & Midoriya Izuku,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,1480
Haurchefant Greystone/Warrior of Light,Final Fantasy XIV,Video Game,Other,No,No,1553
Hawke/Isabela,Dragon Age,Video Game,Other,Semi-Canon,No,1042
Haymitch Abernathy/Effie Trinket,Hunger Games Trilogy - Suzanne Collins,Science Fiction,F/M,No,No,1588
Hazel Levesque/Frank Zhang,Percy Jackson and the Olympians - Rick Riordan,Fantasy,F/M,Yes,No,3249
Hazuki Nagisa/Ryuugazaki Rei,Free!,Sports,M/M,No,No,2292
He Tian/Mo Guanshan,19 Days,Romance,M/M,Yes,No,1713
Hè Xuán/Shī Qīngxuán,Heaven Official's Blessing,Fantasy,Other,No,No,2561
Heavy/Medic,Team Fortress 2,Video Game,M/M,No,No,1221
Heiwajima Shizuo/Orihara Izaya,Durarara!!,Fantasy,M/M,No,No,3312
"Henrietta ""Hen"" Wilson/Karen Wilson",9-1-2001,Crime,F/F,Yes,No,1407
Hermione Granger & Draco Malfoy,Harry Potter - J. K. Rowling,Fantasy,Gen,Yes,No,1816
Hermione Granger & Harry Potter,Harry Potter - J. K. Rowling,Fantasy,Gen,Yes,No,2456
Hermione Granger & Harry Potter & Ron Weasley,Harry Potter - J. K. Rowling,Fantasy,Gen,Yes,No,4083
Hermione Granger/Bellatrix Black Lestrange,Harry Potter - J. K. Rowling,Fantasy,F/F,No,No,2163
Hermione Granger/Draco Malfoy,Harry Potter - J. K. Rowling,Fantasy,F/M,No,No,28955
Hermione Granger/Fred Weasley,Harry Potter - J. K. Rowling,Fantasy,F/M,No,No,2192
Hermione Granger/Ginny Weasley,Harry Potter - J. K. Rowling,Fantasy,F/F,No,No,1089
Hermione Granger/Harry Potter,Harry Potter - J. K. Rowling,Fantasy,F/M,No,No,7864
Hermione Granger/Harry Potter/Ron Weasley,Harry Potter - J. K. Rowling,Fantasy,F/M,No,No,1152
Hermione Granger/Lucius Malfoy,Harry Potter - J. K. Rowling,Fantasy,F/M,No,No,1354
Hermione Granger/Pansy Parkinson,Harry Potter - J. K. Rowling,Fantasy,F/F,No,No,2448
Hermione Granger/Ron Weasley,Harry Potter - J. K. Rowling,Fantasy,F/M,Yes,No,20895
Hermione Granger/Severus Snape,Harry Potter - J. K. Rowling,Fantasy,F/M,No,No,8814
Hermione Granger/Theodore Nott,Harry Potter - J. K. Rowling,Fantasy,F/M,No,No,1749
Hermione Granger/Tom Riddle | Voldemort,Harry Potter - J. K. Rowling,Fantasy,F/M,No,No,2170
Hermione Granger/Viktor Krum,Harry Potter - J. K. Rowling,Fantasy,F/M,Yes,No,1320
Hero/Mari,OMORI,Video Game,F/F,Yes,No,2343
Hiccup Horrendous Haddock III & Toothless,How to Train Your Dragon (Movies),Fantasy,Gen,Yes,No,1427
Hiccup Horrendous Haddock III/Astrid Hofferson,How to Train Your Dragon (Movies),Fantasy,F/M,Yes,No,3682
Hiccup Horrendous Haddock III/Jack Frost,How to Train Your Dragon (Movies),Fantasy,M/M,No,No,1587
Higashikata Josuke/Kishibe Rohan,Jojo's Bizarre Adventure,Fantasy,M/M,No,No,2032
Higashikata Josuke/Kujo Jotaro,Jojo's Bizarre Adventure,Fantasy,M/M,No,No,1095
Higashikata Josuke/Nijimura Okuyasu,Jojo's Bizarre Adventure,Fantasy,M/M,No,No,1898
Higurashi Kagome/InuYasha,InuYasha - A Feudal Fairy Tale,Fantasy,F/M,Yes,No,4193
Higurashi Kagome/Sesshoumaru,InuYasha - A Feudal Fairy Tale,Fantasy,F/M,No,No,2849
Hiiragi Shinya/Ichinose Guren,Seraph of the End,Fantasy,M/M,No,No,1028
Hijikata Toshirou/Sakata Gintoki,Gintama,Science Fiction,M/M,No,No,2625
Himuro Tatsuya/Murasakibara Atsushi,Kuroko NoBasuke | Kuroko's Basketball,Sports,M/M,No,No,1028
Hinata Hajime/Komaeda Nagito,Super Dangan Ronpa 2,Video Game,M/M,Semi-Canon,No,7379
Hinata Hajime/Nanami Chiaki,Super Dangan Ronpa 2,Video Game,F/M,Semi-Canon,No,1148
Hinata Shouyou & Kageyama Tobio,Haikyuu!!,Sports,Gen,Yes,No,2187
Hinata Shouyou/Kageyama Tobio,Haikyuu!!,Sports,M/M,No,No,18819
Hinata Shouyou/Kozume Kenma,Haikyuu!!,Sports,M/M,No,No,2708
Hinata Shouyou/Miya Atsumu,Haikyuu!!,Sports,M/M,No,No,2897
Hinata Shouyou/Oikawa Tooru,Haikyuu!!,Sports,M/M,No,No,1554
Hinata Shouyou/Tsukishima Kei,Haikyuu!!,Sports,M/M,No,No,1713
Hirai Momo/Minatozaki Sana,Twice,K-Pop,F/F,No,Yes,1011
Hisoka/Illumi Zoldyck,Hunter X Hunter,Fantasy,M/M,Semi-Canon,No,2088
Honda Tohru/Sohma Kyou,Fruits Basket - Takaya Natsuki,Fantasy,F/M,Yes,No,1373
Hong Jisoo | Joshua/Lee Seokmin | DK,SEVENTEEN (Band),K-Pop,M/M,No,Yes,1409
Hong Jisoo | Joshua/Yoon Jeonghan,SEVENTEEN (Band),K-Pop,M/M,No,Yes,3111
Hope Mikaelson/Josie Saltzman,Legacies,Fantasy,F/F,Semi-Canon,No,2518
Hope Mikaelson/Lizzie Saltzman,Legacies,Fantasy,F/F,Semi-Canon,No,1234
Hu Tao/Yanfei,Genshin Impact,Video Game,F/F,No,No,1085
Huā Chéng & Xiè Lián,Tiān Guān Cì Fú - Mòxiāng Tóngxiù,Fantasy,Gen,Yes,No,1508
Huā Chéng/Xiè Lián,Tiān Guān Cì Fú - Mòxiāng Tóngxiù,Fantasy,M/M,Yes,No,10269
Huang Ren Jun/Lee Donghyuck | Haechan,NCT (Band),K-Pop,M/M,No,Yes,2143
Huang Ren Jun/Lee Jeno,NCT (Band),K-Pop,M/M,No,Yes,2993
Huang Ren Jun/Lee Jeno/Na Jaemin,NCT (Band),K-Pop,M/M,No,Yes,1437
Huang Ren Jun/Mark Lee,NCT (Band),K-Pop,M/M,No,Yes,1028
Huang Ren Jun/Na Jaemin,NCT (Band),K-Pop,M/M,No,Yes,3360
Huáng Shàotiān/Yù Wénzhōu,The King's Avatar,Sports,M/M,No,No,1682
Huening Kai/Kang Taehyun,TOMORROW X TOGETHER,K-Pop,M/M,No,Yes,1240
Hugh Culber/Paul Stamets,Star Trek,Science Fiction,M/M,Yes,No,1318
Hunk & Lance,Voltron,Fantasy,Gen,Yes,No,2003
Hunk/Lance,Voltron,Fantasy,M/M,No,No,1118
Hunk/Shay,Voltron,Fantasy,F/M,No,No,2555
Hunter | The Golden Guard & Luz Noceda,The Owl House,Fantasy,Gen,Yes,No,2240
Hunter | The Golden Guard/Willow Park,The Owl House,Fantasy,F/M,Yes,No,3372
Hwang Hyunjin/Kim Seungmin,Stray Kids (Band),K-Pop,M/M,No,No,3575
Hwang Hyunjin/Lee Felix,Stray Kids (Band),K-Pop,M/M,No,No,5455
Hwang Hyunjin/Lee Minho | Lee Know,Stray Kids (Band),K-Pop,M/M,No,No,2585
Hwang Hyunjin/Seo Changbin,Stray Kids (Band),K-Pop,M/M,No,No,2752
Hwang Hyunjin/Yang Jeongin | I.N,Stray Kids (Band),K-Pop,M/M,No,No,1975
Hyakuya Mikaela/Hyakuya Yuuichirou,Owari NoSeraph | Seraph of the End,Fantasy,M/M,Semi-Canon,No,3954
Hyuuga Hinata/Uchiha Sasuke,Naruto,Fantasy,F/M,No,No,1700
Hyuuga Hinata/Uzumaki Naruto,Naruto,Fantasy,F/M,Yes,No,4669
Hyuuga Neji/Tenten,Naruto,Fantasy,F/M,No,No,1338
Ian Gallagher & Mickey Milkovich,Shameless (US),Slice of Life,Gen,Yes,No,3188
Ian Gallagher/Mickey Milkovich,Shameless (US),Slice of Life,M/M,Yes,No,15997
Ichabod Crane/Abbie Mills,Sleepy Hollow,Thriller,F/M,Semi-Canon,No,1304
Igarashi Sayaka/Momobami Kirari,Kakegurui,Thriller,F/F,Yes,No,1100
Iguro Obanai/Kanroji Mitsuri,Demon Slayer: Kimetsu NoYaiba,Fantasy,F/M,Yes,No,1507
Iida Tenya & Midoriya Izuku,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,1768
Iida Tenya/Midoriya Izuku,Boku NoHero Academia | My Hero Academia,Superhero,M/M,No,No,1082
Iida Tenya/Uraraka Ochako,Boku NoHero Academia | My Hero Academia,Superhero,F/M,No,No,1990
Ikari Shinji/Nagisa Kaworu,Neon Genesis Evangelion,Science Fiction,M/M,Semi-Canon,No,1847
Il Dottore/Pantalone,Genshin Impact,Video Game,M/M,No,No,1089
Illya Kuryakin & Napoleon Solo,The Man From U.N.C.L.E. (TV),Crime,Gen,Yes,No,1198
Illya Kuryakin/Napoleon Solo,The Man From U.N.C.L.E. (TV),Crime,M/M,No,No,3276
Im Changkyun | I.M/Yoo Kihyun,Monsta X (Band),K-Pop,M/M,No,Yes,1757
Im Jaebum | JB/Jackson Wang,GOT7 (Band),K-Pop,M/M,No,Yes,1005
Im Nayeon/Myoui Mina,TWICE (Band),K-Pop,F/F,No,Yes,1194
Im Nayeon/Yoo Jeongyeon,TWICE (Band),K-Pop,F/F,No,Yes,1158
Inquisitor & Solas,Dragon Age: Inquisition,Video Game,Gen,Yes,No,1071
Inquisitor/Cassandra Pentaghast,Dragon Age: Inquisition,Video Game,Other,Semi-Canon,No,1205
Inquisitor/Cullen Rutherford,Dragon Age: Inquisition,Video Game,Other,Semi-Canon,No,8699
Inquisitor/Dorian Pavus,Dragon Age: Inquisition,Video Game,Other,Semi-Canon,No,4218
Inquisitor/Iron Bull,Dragon Age: Inquisition,Video Game,Other,Semi-Canon,No,1766
Inquisitor/Josephine Montilyet,Dragon Age: Inquisition,Video Game,Other,Semi-Canon,No,1004
Inquisitor/Solas,Dragon Age: Inquisition,Video Game,Other,Semi-Canon,No,7074
Inquisitor/The Iron Bull,Dragon Age: Inquisition,Video Game,Other,Semi-Canon,No,2051
Inumaki Toge/Okkotsu Yuuta,Jujutsu Kaisen,Fantasy,M/M,No,No,1887
Inupi | Inui Seishu/Koko | Kokonoi Hajime,Tokyo Revengers,Science Fiction,M/M,Yes,No,1179
Irene Adler/Sherlock Holmes,Sherlock (TV),Crime,F/M,No,No,1492
Iroh & Zuko,Avatar: The Last Airbender,Science Fiction,Gen,Yes,No,2292
Iron Bull/Dorian Pavus,Dragon Age: Inquisition,Video Game,M/M,Semi-Canon,No,2921
Isaac Lahey/Scott McCall,Teen Wolf,Fantasy,M/M,No,No,3427
Isaac Lahey/Stiles Stilinski,Teen Wolf,Fantasy,M/M,No,No,1240
Isagi Yoichi/Itoshi Rin,Blue Lock,Sports,M/M,No,No,1535
Isagi Yoichi/Michael Kaiser,Blue Lock,Sports,M/M,No,No,1598
Ishimaru Kiyotaka/Owada Mondo,Dangan Ronpa: Trigger Happy Havoc,Video Game,M/M,No,No,2505
Israel Hands/Lucius Spriggs,Our Flag Means Death (TV),Romance,M/M,No,No,1623
Itadori Yuuji & Sukuna | Ryoumen Sukuna,Jujutsu Kaisen,Fantasy,Gen,Yes,No,1183
Itadori Yuuji/Sukuna | Ryoumen Sukuna,Jujutsu Kaisen,Fantasy,M/M,No,No,3280
Itoshi Rin/Itoshi Sae,Blue Lock,Sports,M/M,No,No,1016
Itsuki Shuu/Kagehira Mika,Ensemble Stars!,Video Game,M/M,No,No,1260
Ivan/Till,Alien Stage,Science Fiction,M/M,Semi-Canon,No,1386
Iwaizumi Hajime & Oikawa Tooru,Haikyuu!!,Sports,Gen,Yes,No,2243
Iwaizumi Hajime/Oikawa Tooru,Haikyuu!!,Sports,M/M,No,No,19826
Iwaizumi Hajime/Reader,Haikyuu!!,Sports,XReader,No,XReader,1125
Jack Barakat/Alex Gaskarth,All Time Low (Band),Western Artist,M/M,No,Yes,1129
Jack Dalton & Angus MacGyver,MacGyver TV 2016,Thriller,Gen,Yes,No,1672
Jack Frost/Pitch Black,Rise of the Guardians (2012),Fantasy,M/M,No,No,1213
Jack Harkness/Ianto Jones,Torchwood,Science Fiction,M/M,Yes,No,12276
Jack Rollins/Brock Rumlow,Marvel Cinematic Universe,Superhero,M/M,No,No,1218
Jack/Samantha,Stargate SG-1,Science Fiction,F/M,Yes,No,3292
Jade Harley/Dave Strider,Homestuck,Science Fiction,F/M,No,No,1439
Jaime Lannister/Brienne of Tarth,A Song of Ice and Fire - George R. R. Martin,Fantasy,F/M,Yes,No,9324
Jake Dillinger/Rich Goranski,Be More Chill - Iconis/Tracz,Slice of Life,M/M,No,No,1164
Jake English/Dirk Strider,Homestuck,Science Fiction,M/M,No,No,3789
Jake Peralta/Amy Santiago,Brooklyn Nine-Nine,Crime,F/M,Yes,No,3864
Jake Sully/Neytiri te Tskaha Mo'at'ite,Avatar (Cameron Movies),Fantasy,F/M,Yes,No,1172
"James ""Bucky"" Barnes & Natasha Romanov",Marvel Cinematic Universe,Superhero,Gen,Yes,No,1759
"James ""Bucky"" Barnes & Peter Parker",Marvel Cinematic Universe,Superhero,Gen,Yes,No,1795
"James ""Bucky"" Barnes & Reader",Marvel Cinematic Universe,Superhero,XReader,No,XReader,3364
"James ""Bucky"" Barnes & Sam Wilson",Marvel Cinematic Universe,Superhero,Gen,Yes,No,3482
"James ""Bucky"" Barnes & Steve Rogers",Marvel Cinematic Universe,Superhero,Gen,Yes,No,11564
"James ""Bucky"" Barnes & Tony Stark",Marvel Cinematic Universe,Superhero,Gen,Yes,No,1687
"James ""Bucky"" Barnes/Brock Rumlow",Marvel Cinematic Universe,Superhero,M/M,No,No,1516
"James ""Bucky"" Barnes/Clint Barton",Marvel Cinematic Universe,Superhero,M/M,No,No,5152
"James ""Bucky"" Barnes/Darcy Lewis",Marvel Cinematic Universe,Superhero,F/M,No,No,2872
"James ""Bucky"" Barnes/Helmut Zemo",Marvel Cinematic Universe,Superhero,M/M,No,No,1748
"James ""Bucky"" Barnes/Natasha Romanov",Marvel Cinematic Universe,Superhero,F/M,No,No,5617
"James ""Bucky"" Barnes/Original Character(s)",Marvel Cinematic Universe,Superhero,Original,No,No,6105
"James ""Bucky"" Barnes/Original Female Character(s)",Marvel Cinematic Universe,Superhero,F/M,No,No,5333
"James ""Bucky"" Barnes/Peter Parker",Marvel Cinematic Universe,Superhero,M/M,No,No,1134
"James ""Bucky"" Barnes/Reader",Marvel Cinematic Universe,Superhero,XReader,No,XReader,14406
"James ""Bucky"" Barnes/Sam Wilson",Marvel Cinematic Universe,Superhero,M/M,No,No,9768
"James ""Bucky"" Barnes/Steve Rogers",Marvel Cinematic Universe,Superhero,M/M,No,No,59106
"James ""Bucky"" Barnes/Steve Rogers/Reader",Marvel Cinematic Universe,Superhero,XReader,No,XReader,1337
"James ""Bucky"" Barnes/Steve Rogers/Tony Stark",Marvel Cinematic Universe,Superhero,M/M,No,No,3261
"James ""Bucky"" Barnes/Tony Stark",Marvel Cinematic Universe,Superhero,M/M,No,No,9649
"James ""Rhodey"" Rhodes & Tony Stark",Marvel Cinematic Universe,Superhero,Gen,Yes,No,4150
"James ""Rhodey"" Rhodes/Tony Stark",Marvel Cinematic Universe,Superhero,M/M,No,No,1838
James Bond/Q,James Bond (Craig movies),Crime,M/M,No,No,7815
James Hathaway/Robert Lewis,Lewis (TV),Crime,M/M,No,No,1316
James Potter & Lily Evans Potter,Harry Potter - J. K. Rowling,Fantasy,Gen,Yes,No,1658
James Potter/Severus Snape,Harry Potter - J. K. Rowling,Fantasy,M/M,No,No,1237
James T. Kirk & Leonard McCoy,Star Trek,Science Fiction,Gen,Yes,No,1569
James T. Kirk & Spock,Star Trek,Science Fiction,Gen,Yes,No,2103
James T. Kirk/Leonard McCoy,Star Trek,Science Fiction,M/M,No,No,8178
James T. Kirk/Leonard McCoy/Spock,Star Trek,Science Fiction,Multi,No,No,1752
James T. Kirk/Spock,Star Trek,Science Fiction,M/M,No,No,18055
Jane Foster/Thor,The Avengers (Marvel Movies),Superhero,F/M,Yes,No,5565
Jango Fett/Obi-Wan Kenobi,Star Wars,Science Fiction,M/M,No,No,1129
Jareth/Sarah Williams,Labyrinth,Fantasy,F/M,Semi-Canon,No,2097
Jaskier | Dandelion & Yennefer z Vengerbergu | Yennefer of Vengerberg,The Witcher (TV),Fantasy,Gen,Yes,No,1056
Jaskier | Dandelion/Yennefer z Vengerbergu | Yennefer of Vengerberg,The Witcher (TV),Fantasy,F/M,No,No,1073
"Jason ""J. D."" Dean/Veronica Sawyer",Heathers: The Musical - Murphy & O'Keefe,Slice of Life,F/M,Yes,No,1160
Jason Grace/Leo Valdez,Percy Jackson and the Olympians - Rick Riordan,Fantasy,M/M,No,No,1258
Jason Grace/Percy Jackson,Percy Jackson and the Olympians - Rick Riordan,Fantasy,M/M,No,No,1704
Jason Grace/Piper McLean,Percy Jackson and the Olympians - Rick Riordan,Fantasy,F/M,Yes,No,3602
Jason Todd & Bruce Wayne,Batman,Superhero,Gen,Yes,No,7227
Jason Todd & Damian Wayne,Batman,Superhero,Gen,Yes,No,3113
Jason Todd/Bruce Wayne,Batman,Superhero,M/M,No,No,1994
Jason Todd/Reader,Batman,Superhero,XReader,No,XReader,1592
Jaune Arc/Pyrrha Nikos,RWBY,Fantasy,F/M,Semi-Canon,No,2432
Javert/Jean Valjean,Les Misérables - All Media Types,Historical,M/M,No,No,2146
Javier Fernández/Yuzuru Hanyu,Figure Skating RPF,Sports RPF,M/M,No,Yes,1526
Javier Peña/Reader,Narcos (TV),Crime,XReader,No,XReader,1119
Javier Peña/You,Narcos (TV),Crime,XReader,No,XReader,1130
Jay Halstead & Hailey Upton,Chicago PD (TV),Crime,Gen,Yes,No,1162
Jay Halstead/Hailey Upton,Chicago PD (TV),Crime,F/M,Yes,No,1786
Jayce/Viktor,Arcane: League of Legends (Cartoon 2021),Fantasy,M/M,No,No,2630
Jazz/Prowl,Transformers,Science Fiction,M/M,No,No,2782
Jean Grey/Scott Summers,X-Men,Superhero,F/M,Yes,No,1460
Jean Kirstein/Eren Yeager,Shingeki NoKyojin | Attack on Titan,Fantasy,M/M,No,No,2466
Jean Kirstein/Reader,Shingeki NoKyojin | Attack on Titan,Fantasy,XReader,No,XReader,1329
Jean Kirstein/You,Shingeki NoKyojin | Attack on Titan,Fantasy,XReader,No,XReader,1337
Jean/Lisa,Genshin Impact,Video Game,F/F,No,No,2509
Jellal Fernandes/Erza Scarlet,Fairy Tail,Fantasy,F/M,Semi-Canon,No,1466
Jemma Simmons & Skye | Daisy Johnson,Agents of S.H.I.E.L.D. (TV),Superhero,Gen,Yes,No,1217
